,title,dj_name,dj_id,spins,avg_danceability,avg_energy,avg_loudness,avg_acousticness,avg_instrumentalness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,genre_1,genre_2,genre_3
77,To the Top Floor,isaiah reaves,169136,66,0.6640757575757577,0.5365909090909095,-9.984696969696962,0.2588528787878787,0.025656607121212132,0.38734696969696963,127.97396969696969,156178.34848484848,3.9242424242424243,Trap,Plugg,Pop Rap
78,Tunes for Two,Lisa Harrison,163199,261,0.5673950191570878,0.714160536398468,-8.206252873563214,0.16818414218390815,0.08098312762452109,0.6369425287356323,121.31655938697311,241489.98084291187,3.9846743295019156,Pop Rock,Hard Rock,Alternative Rock
79,UMD Sound,Caleigh OConnor,165215,150,0.5721133333333334,0.60474,-7.707199999999999,0.2702067226666668,0.08411275966666666,0.49366666666666664,119.87376666666661,223035.3,3.986666666666667,Pop Rock,Singer-Songwriter,Electropop
80,Unofficial Singles,DJ Platz,167322,113,0.69416814159292,0.6804601769911502,-7.614035398230095,0.2535609557522124,0.07499991079646015,0.6918584070796463,96.66161946902658,319039.7433628319,3.911504424778761,East Coast Hip Hop,Boom Bap,Instrumental Hip Hop
81,Vm01,Caleb Yoshida,167321,185,0.5491135135135132,0.6663675675675674,-7.961513513513509,0.22545515729729737,0.19516065,0.4367394594594594,128.9953297297299,183335.2,3.983783783783784,Cloud Rap,Trap,Experimental Hip Hop
82,Whatchu Know About This?,Eliot Koch,169334,46,0.6088260869565219,0.6906521739130437,-6.541347826086955,0.18366981304347826,0.03537798217391304,0.5295000000000002,131.54828260869567,209328.60869565216,3.891304347826087,Indie Pop,Indietronica,Neo-Psychedelia
83,Yellow Submarine,Kit Fleming,169289,74,0.5108256756756756,0.5800945945945946,-9.8552027027027,0.5000908378378376,0.2892647966216216,0.5523567567567568,118.53164864864861,211116.8108108108,3.7837837837837838,Singer-Songwriter,Dream Pop,Slacker Rock
84,dad hats and mom jeans,Kate Quinn,164738,112,0.4991062500000001,0.5729632142857143,-9.530982142857143,0.3915272083035714,0.18100058000000002,0.4905874999999999,119.29379464285718,212430.5892857143,3.9285714285714284,Pop Rock,Alternative Rock,Country
85,ekphrasis,Aneesha,164868,106,0.5360000000000001,0.6781509433962262,-7.052632075471702,0.21460458679245276,0.14858748924528306,0.4814037735849057,119.73546226415088,236936.77358490566,3.8962264150943398,Indie Pop,Dream Pop,Indie Rock
86,guilty pleasure,Apurva Mahajan,169080,74,0.41339189189189196,0.5595391891891894,-10.301148648648653,0.2740431362162161,0.4921117716216218,0.3137810810810811,123.61924324324323,241490.0,3.891891891891892,Dream Pop,Indie Rock,Shoegaze
87,harry styles chiropractor,rehanna,164969,137,0.519963503649635,0.5860160583941609,-8.435474452554745,0.30476692189781024,0.06563834145985406,0.4276795620437958,126.97243795620442,222160.27737226276,3.8905109489051095,Pop Rock,Singer-Songwriter,Synthpop
88,hyphen,Aiden Sanchez,164795,29,0.5607241379310345,0.6283103448275862,-7.742551724137932,0.23779886206896553,0.014647496206896551,0.44424137931034485,109.86424137931034,226809.44827586206,3.9310344827586206,Pop Rock,Singer-Songwriter,Indie Rock
